birthday,chaksunT,faHrName,faHrNo,hrLastAmt,hrName,hrNo,meet,moHrName,moHrNo,name,ord1CntT,ord1CntY,ord2CntT,ord2CntY,ord3CntT,ord3CntY,owName,owNo,rank,rating,rcCntT,rcCntY,sex,trName,trNo
20190420,280400000,아치아치아치,0040056,"33,000천원(개별)",머스탱파워,0044706,서울,크리스털레거시,0036340,한국,5,0,3,1,4,2,이영성,109019,국2,0,36,9,거,강환민,070175
20210215,365000000,사이먼퓨어,0031261,"40,000천원(개별)",메가드래곤,0047050,서울,스핀,0038413,한국,6,0,5,3,3,1,김형란,112270,국1,0,27,9,수,휴양마,0AAAAA
20210202,128700000,FREE DROP BILLY,6115219,"1,000천원(개별)",메가스텝,0046675,서울,콘지,0046432,한국,3,2,3,3,3,1,피닉스,113041,국4,0,16,8,암,송문길,070179
20230508,1200000,섀클포드,0045050,수증,메가윈드,0054324,서울,금포엔젤,0029670,한국,0,0,0,0,0,0,하늬바람,117054,국6,0,2,2,수,이신우,070167
20230203,17100000,미스치비어슬리,0038245,-,메이드,0052928,서울,퍼시스,0040194,한국,0,0,0,0,3,3,배은정,214708,국5,0,5,5,수,이준철,070197
20220226,79800000,TOM'S D'ETAT,6149595,"50,000천원(개별)",메이저크라운,0055890,서울,PARTING WORDS,6112615,미국,2,2,0,0,1,1,박재범,104040,외3,0,11,10,수,이신우,070167
20240420,0,레볼루셔너리,0044420,"65,000천원(경매)",메이저퓨리,0055781,서울,나이트퓨리,0034950,한국,0,0,0,0,0,0,정영광,104117,국미검,0,0,0,수,김동균,070170
20230414,2250000,투아너앤드서브,0041566,"70,000천원(개별)",메탈인베이더,0053548,서울,시티스플래쉬,0036623,한국,0,0,0,0,0,0,박민규,124005,국6,0,2,2,거,휴양마,0AAAAA
20230505,0,미스터크로우,0041813,"15,000천원(개별)",명글로벌,0053890,서울,마볼트,0029951,한국,0,0,0,0,0,0,정은섭,105243,국미검,0,0,0,거,휴양마,0AAAAA
20230316,74250000,머스킷맨,0036732,자가생산,명드림,0053138,서울,꿈의실현,0035029,한국,3,3,0,0,0,0,(주)자성실업,106168,국4,0,6,6,암,문병기,070225
20230305,0,콩코드포인트,0038387,50천원(개별),명마킹,0053087,서울,울프아이,0043673,한국,0,0,0,0,0,0,명마조합,124013,국미검,0,0,0,거,휴양마,0AAAAA
20230405,22800000,한센,0032990,자가생산,명브레이싱,0053137,서울,임브레이싱크리시,0031273,한국,0,0,2,2,1,1,(주)자성실업,106168,국5,0,4,4,수,휴양마,0AAAAA
20210319,282900000,어플릿익스프레스,0039737,"40,000천원(경매)",명성축제,0046991,서울,스톤블레이드,0035880,한국,5,2,4,1,5,3,함평제일,121026,국2,0,21,8,거,김윤섭,070103
20210306,151550000,섀클포드,0045050,자가생산,명진불패,0046756,서울,소우산,0045023,한국,1,0,5,2,8,3,(주)자성실업,106168,국3,0,27,10,암,문병기,070225
20220421,79050000,언캡처드,0044993,자가생산,명파워,0051281,서울,아름다운시간,0038072,한국,2,2,2,2,2,2,(주)자성실업,106168,국4,0,10,6,거,휴양마,0AAAAA
20240208,0,머스킷맨,0036732,자가생산,명파워풀,0055356,서울,아름다운시간,0038072,한국,0,0,0,0,0,0,(주)자성실업,106168,국미검,0,0,0,수,문병기,070225
20220219,1200000,온이글즈윙즈,0036593,자가생산,명품족,0051114,서울,소중한인연,0035964,한국,0,0,0,0,0,0,김근영,106272,국6,0,8,8,암,이동국,070247
20240413,0,아임유어파더,0038025,"30,000천원(개별)",모닝도도,0056109,서울,모닝퀸,0031853,한국,0,0,0,0,0,0,김혜진,118011,국미검,0,0,0,암,성상현,070289
20240312,0,머스킷맨,0036732,"65,000천원(개별)",모닝벨,0060276,서울,마중물,0033447,한국,0,0,0,0,0,0,이관형,105163,국미검,0,0,0,수,박재우,070164
20220404,202050000,콩코드포인트,0038387,자가생산,모닝원더,0051574,서울,쉬비스위트,0044965,한국,5,5,3,2,2,1,김중길,105057,국3,0,12,8,암,강성오,070174
20240404,0,레이스데이,0046317,자가생산,모닝치프,0056093,서울,캐스퍼레트,0034899,한국,0,0,0,0,0,0,김중길,105057,국미검,0,0,0,거,강성오,070174
20220206,0,모던카우보이,0039812,"60,000천원(개별)",모던파티,0050863,서울,스마트파티,0038630,한국,0,0,0,0,0,0,김은갑,118003,국6,0,7,0,암,휴양마,0AAAAA
20220401,223200000,PRACTICAL JOKE,6114900,자가생산,모어댄조크,0051372,서울,마일드어뮤즈먼트,0050530,한국,5,3,3,1,3,2,김정철,065122,국2,0,16,9,수,박종곤,070095
20220322,1200000,POINT OF ENTRY,6783840,"30,000천원(개별)",몬탁선샤인,0050962,서울,비너스베러티,0050482,한국,0,0,0,0,0,0,조금제,109017,국6,0,20,16,암,임채덕,070198
20210219,254650000,프레저베이셔니스,0057586,"52,233천원(개별)",몬탁챗,0054009,서울,AGGREGATOR,6117072,미국,3,1,3,0,1,0,조금제,109017,외2,0,29,13,수,임채덕,070198
20230324,91350000,STAY THIRSTY,6969080,"81,830천원(개별)",무빙볼케이노,0059224,서울,MUNNY PENNY,7029897,미국,2,2,1,1,1,1,권경자,105222,외3,0,8,8,수,홍대유,070145
20230223,66000000,미스치비어슬리,0038245,"30,000천원(개별)",무적함대,0052999,서울,스톰포스,0039638,한국,2,2,1,1,1,1,곽승종,124039,국4,0,9,9,수,이신우,070167
20230221,162650000,올드패션드,0037972,"45,000천원(개별)",무제한급,0052933,서울,큐트앤새시,0040150,한국,3,3,0,0,1,1,남석우,105055,국4,0,6,6,수,문병기,070225
20230420,3000000,TACITUS,6126922,"90,482천원(개별)",무초마초라피도,0060840,서울,VICKI T,6129019,미국,0,0,0,0,0,0,에스지이건설,121013,외4,0,3,3,수,박병일,070163
20210501,26400000,OSCAR PERFORMANCE,6115215,"69,697천원(개별)",무한아르고,0053723,서울,MEMORIES FOR US,6888766,미국,0,0,0,0,1,0,우태율,111006,외4,0,18,10,암,신삼영,070161
20230218,58350000,사우스비치,0044743,"50,000천원(개별)",문학대세,0053972,서울,질풍대세,0032925,한국,2,2,1,1,1,1,권경자,105222,국4,0,8,8,암,휴양마,0AAAAA
20220206,16200000,WEST COAST,6126457,"50,000천원(개별)",문학댄스,0050791,서울,아웃오브더섀도,0050380,한국,0,0,2,2,0,0,권경자,105222,국5,0,12,12,암,정호익,070148
20230226,0,EXAGGERATOR,6109237,"83,236천원(개별)",문학루퍼,0060842,서울,SWEETER THAN EVER,6112624,미국,0,0,0,0,0,0,권경자,105222,외4,0,2,2,수,박재우,070164
20220504,23100000,AUDIBLE,6119755,"50,000천원(개별)",문학벨,0051740,서울,베이리버,0050887,한국,0,0,1,0,3,2,권경자,105222,국5,0,11,8,암,박재우,070164
20220516,531200000,LORD NELSON,6106696,"50,000천원(개별)",문학보이,0051748,서울,미스가이디드,0050562,한국,8,6,0,0,1,0,에스지이건설,121013,국1,0,15,9,수,정호익,070148
20220527,64200000,BLAME,6821213,"50,000천원(개별)",문학축제,0051749,서울,스워드,0050561,한국,2,2,1,1,1,1,권경자,105222,국4,0,11,8,수,박재우,070164
20220322,60450000,사우스비치,0044743,"50,000천원(개별)",문학파이터,0050690,서울,딕시핫샷,0036728,한국,1,1,2,1,2,2,권경자,105222,국5,0,12,10,암,정호익,070148
20210310,120700000,투아너앤드서브,0041566,"45,000천원(경매)",물레방아,0047319,서울,매직아이,0036169,한국,3,0,2,1,2,0,김경국,117043,국3,0,15,4,거,박병일,070163
20220325,33000000,CENTRAL BANKER,6993812,"25,000천원(개별)",미라클삭스,0051403,서울,실버밸리,0050344,한국,0,0,4,4,0,0,김창식,010352,국5,0,9,7,암,이신우,070167
20210225,307700000,한센,0032990,"40,000천원(개별)",미라클한강,0046832,서울,미스보스케스,0038354,한국,3,0,8,2,5,0,조금제,109017,국2,0,33,13,거,임채덕,070198
20240311,0,콩코드포인트,0038387,"53,000천원(개별)",미러클모닝,0055811,서울,포트스덕션,0032471,한국,0,0,0,0,0,0,이관형,105163,국미검,0,0,0,암,박재우,070164
20240325,0,섀클포드,0045050,"25,000천원(개별)",미르한,0055730,서울,산이슬,0034389,한국,0,0,0,0,0,0,토잉맨,125008,국미검,0,0,0,수,박병일,070163
20220320,0,파워블레이드,0033566,"5,000천원(개별)",미스발레리아,0051503,서울,어제이선트,0038347,한국,0,0,0,0,0,0,이시돌협회,103012,국미검,0,0,0,암,휴양마,0AAAAA
20200329,198750000,선더모카신,0033119,"33,000천원(개별)",미스윈스타,0045894,서울,미스윈,0025203,한국,3,0,4,0,6,2,송창오,121057,국3,0,35,6,수,최봉주,070152
20230403,0,미스치비어슬리,0038245,"30,000천원(개별)",미스퀸,0054475,서울,문학퀸,0043483,한국,0,0,0,0,0,0,김민규,124018,국6,0,0,0,암,휴양마,0AAAAA
20230203,2700000,미스치비어슬리,0038245,-,미스크리스티,0052929,서울,크리스티아누,0037831,한국,0,0,0,0,0,0,배은정,214708,국6,0,4,4,암,정호익,070148
20220429,0,도르트문트,0046484,-,미스터도르,0051746,서울,블랙벳시,0044996,한국,0,0,0,0,0,0,최상일,105113,국미검,0,0,0,수,휴양마,0AAAAA
20240425,0,한센,0032990,"30,000천원(개별)",미스터불스,0056270,서울,갈라드리엘즈라잇,0052492,한국,0,0,0,0,0,0,곽희원,111080,국미검,0,0,0,수,이신우,070167
20220422,84900000,미스터크로우,0041813,자가생산,미스터스톰,0051936,서울,뷰티이천,0025043,한국,2,1,2,1,2,2,이종욱,065133,국4,0,14,9,수,휴양마,0AAAAA
20220428,43650000,언캡처드,0044993,"50,000천원(경매)",미스터카라,0051296,서울,몬아치라스,0040174,한국,1,1,2,2,1,1,명주환,123020,국5,0,12,10,거,서범석,070096
20230508,6000000,미스치비어슬리,0038245,"37,000천원(개별)",미스터카이,0055380,서울,카이제린,0027760,한국,0,0,0,0,1,1,(주)디알엠씨티,114026,국6,0,4,4,수,휴양마,0AAAAA
20230331,10500000,지몰로지스트,6969075,"30,000천원(개별)",미스터크레딧,0054881,서울,오섬스마트,0039795,한국,0,0,0,0,2,2,박순옥,118016,국6,0,6,6,수,서범석,070096
20230510,64500000,레이스데이,0046317,"80,000천원(개별)",미스터태양,0053980,서울,센스오브뷰티,0050573,한국,2,2,1,1,0,0,김길리,125001,국4,0,4,4,수,문병기,070225
20230502,0,돌아온현표,0032224,수증,미스틱글로,0054211,서울,동방미인,0023195,한국,0,0,0,0,0,0,퍼플라인,121053,국6,0,0,0,암,배휴준,070144
20200403,131450000,카우보이칼,0038391,"20,000천원(개별)",민트플레이,0050005,서울,미들버그민트,0038336,한국,1,1,3,2,9,3,조현영,122001,국4,0,33,10,암,휴양마,0AAAAA
20230330,0,오버애널라이즈,0045082,자가생산,믿음의질주,0053521,서울,믿음의빛,0035079,한국,0,0,0,0,0,0,강종우,065110,국6,0,0,0,암,배휴준,070144
20230218,0,레볼루셔너리,0044420,"15,000천원(개별)",밀밭길을,0052959,서울,금순이엄지,0029797,한국,0,0,0,0,0,0,배태곤,105231,국6,0,0,0,암,함완식,070248
20230412,8550000,메디치글로리,0041800,"1,000천원(개별)",바람개비,0053229,서울,말리부퀸,0040128,한국,0,0,0,0,1,1,선형조,121055,국6,0,2,2,수,신삼영,070161
20230317,10500000,SILVER STATE,7000176,"50,045천원(개별)",바람의기억,0060706,서울,FAIRYWREN,7048630,미국,0,0,0,0,1,1,오종택,105212,외4,0,3,3,거,성상현,070289
20210211,192750000,한센,0032990,"50,000천원(개별)",바로다나은,0046900,서울,토치,0026143,한국,5,4,3,2,0,0,이진경,117021,국3,0,10,8,암,이준철,070197
20210425,121500000,센트럴커맨드,0044931,"25,000천원(개별)",바주카보이,0050318,서울,프레이시우즈,0045017,한국,3,1,2,0,2,0,권태석,114007,국4,0,23,8,거,리카디,070244
20220425,41400000,MASTERY,6114904,"8,397천원(개별)",발더스드래곤,0054607,서울,WELL SPRING,6613854,미국,1,1,0,0,1,1,(주)메타플렉스,125014,외4,0,3,3,수,토니,070265
20180209,344470000,WILL TAKE CHARGE,6980256,"66,702천원(개별)",발베니,0045045,서울,퍼니서니,0050366,미국,5,0,4,0,7,2,강무웅,109027,외2,0,51,11,수,최용구,070168
20220403,2700000,투아너앤드서브,0041566,"20,000천원(개별)",발키리,0051670,서울,하얀누리,0026773,한국,0,0,0,0,0,0,김세권,111004,국6,0,14,9,암,박재우,070164
20210325,130100000,백광,0015477,"40,000천원(개별)",백룡,0047024,서울,케이어센딩,0032718,한국,2,1,3,0,5,0,최홍일,110016,국4,0,26,6,수,서범석,070096
20240213,0,레이스데이,0046317,"40,000천원(개별)",백산레이스,0055487,서울,레인스터레이디,0041959,한국,0,0,0,0,0,0,이용식,114024,국미검,0,0,0,수,최봉주,070152
20240302,0,트리플나인,0032258,"20,000천원(개별)",백산트리,0055724,서울,백산선더,0041519,한국,0,0,0,0,0,0,이용식,114024,국미검,0,0,0,암,최봉주,070152
20230329,0,올드패션드,0037972,"46,000천원(경매)",백호의울림,0053869,서울,백두미르,0035070,한국,0,0,0,0,0,0,양정아,124019,국6,0,2,2,수,휴양마,0AAAAA
20230408,61650000,섀클포드,0045050,"166,000천원(경매)",밸리드영,0053760,서울,밸리드발렌시아,0050531,한국,2,2,1,1,0,0,(주)디알엠씨티,114026,국4,0,4,4,수,문병기,070225
20230430,21000000,섀클포드,0045050,"40,000천원(개별)",뱅크라인,0053707,서울,인텔리젠트리뷰,0045012,한국,0,0,2,2,0,0,파인트리,123028,국5,0,7,7,암,심승태,070166
20220505,0,라이언메탈,0034637,"30,000천원(개별)",버건디,0054766,서울,스트로리아,0039999,한국,0,0,0,0,0,0,투애니포,121063,국6,0,5,5,거,휴양마,0AAAAA
20230410,0,언캡처드,0044993,"42,000천원(개별)",번개루이스,0053822,서울,컨셉리처블,0026254,한국,0,0,0,0,0,0,김창국,114019,국미검,0,0,0,수,토니,070265
20220305,71400000,언캡처드,0044993,"50,000천원(경매)",벌교그래미,0051315,서울,인디채널,0046428,한국,2,0,1,1,1,0,유성훈,123007,국4,0,10,4,암,휴양마,0AAAAA
20220328,30000000,FIRST SAMURAI,6771396,"72,644천원(개별)",벌교낙성,0055887,서울,A TOUCH OF GLORY,6925071,미국,0,0,1,1,1,1,유성훈,123007,외4,0,6,6,수,강성오,070174
20220309,77550000,PRACTICAL JOKE,6114900,"100,000천원(개별)",벌교데스티노,0051314,서울,테이크어웨이,0050571,한국,2,1,1,1,1,1,유성훈,123007,국4,0,9,7,수,서홍수,070160
20220323,58350000,CONNECT,6114907,"100,000천원(경매)",벌교디와이,0051294,서울,미드나이트칵테일,0050570,한국,1,1,3,0,1,1,유성훈,123007,국4,0,15,6,수,서홍수,070160
20220106,107400000,레볼루셔너리,0044420,"40,000천원(개별)",벌교라바,0051319,서울,라이언여제,0041625,한국,3,2,1,1,2,1,유성훈,123007,국4,0,16,11,암,서홍수,070160
20220303,1200000,올드패션드,0037972,"30,000천원(개별)",벌교박강굴,0051436,서울,유성스피드,0037445,한국,0,0,0,0,0,0,유성훈,123007,국6,0,13,7,암,심승태,070166
20210209,328000000,테스타마타,0034428,"90,000천원(개별)",벌교베리타스,0050265,서울,인디언블루,0031093,한국,6,1,5,3,2,2,유성훈,123007,국1,0,23,10,수,서홍수,070160
20210330,1000000,레볼루셔너리,0044420,"30,000천원(개별)",벌교삼족오,0050259,서울,블랙탄,0026386,한국,0,0,0,0,0,0,유성훈,123007,국6,0,6,6,수,홍윤화,070306
20230330,0,머스킷맨,0036732,"70,000천원(개별)",벌교시그니처,0053317,서울,루브로드,0044948,한국,0,0,0,0,0,0,유성훈,123007,국미검,0,0,0,수,홍윤화,070306
20220601,0,BOLT D'ORO,6115216,"44,196천원(개별)",벌교아나퍼,0054732,서울,LADY KESWICK,6149982,미국,0,0,0,0,0,0,유성훈,123007,외미검,0,0,0,수,휴양마,0AAAAA
20230220,3900000,ENTICED,6130303,"60,000천원(개별)",벌교알라딘,0054199,서울,핀치페니,0053423,한국,0,0,0,0,0,0,유성훈,123007,국6,0,6,6,거,서홍수,070160
20230218,25350000,ROCK YOUR WORLD,6149803,"50,000천원(개별)",벌교엠퍼러,0054201,서울,아너유어허니,0053424,한국,1,1,1,1,0,0,유성훈,123007,국5,0,4,4,수,홍대유,070145
20220321,161850000,BRODY'S CAUSE,6109224,"45,000천원(경매)",벌교의스타,0050963,서울,티자트릭,0050483,한국,4,1,2,1,1,0,송창오,121057,국3,0,11,5,수,안병기,070146
20210327,77500000,언캡처드,0044993,"80,000천원(개별)",벌교차돌,0050260,서울,대싱플래티넘,0029197,한국,2,0,2,1,0,0,유성훈,123007,국4,0,25,13,암,홍대유,070145
20230412,12150000,콩코드포인트,0038387,"45,000천원(경매)",베스트더온,0054103,서울,싸이클론,0024368,한국,0,0,1,1,0,0,베스트샤인조합,111067,국6,0,3,3,수,이관호,070181
20220328,44100000,섀클포드,0045050,"40,000천원(개별)",베스트드림,0051522,서울,토치,0026143,한국,0,0,5,5,0,0,베스트샤인조합,111067,국4,0,10,8,암,휴양마,0AAAAA
20220325,20700000,모던카우보이,0039812,"50,000천원(개별)",베스트라지,0051540,서울,시어라지,0040065,한국,1,1,0,0,1,0,박정재,010801,국5,0,9,6,암,송문길,070179
20220219,402500000,레이스데이,0046317,"37,000천원(개별)",베스트레이스,0050997,서울,베스트캠프,0035664,한국,7,4,2,1,2,1,죽마조합,114027,국1,0,15,9,수,박지헌,070264
20230310,0,프리덤차일드,0045049,"60,000천원(개별)",베스트밍크,0053171,서울,앤즈밍크,0041872,한국,0,0,0,0,0,0,김태성,113008,국6,0,1,1,암,휴양마,0AAAAA
20200228,158400000,테이크차지인디,0039742,"45,000천원(개별)",베스트선,0045369,서울,아이월이프유월,0040124,한국,4,0,0,0,3,1,베스트샤인조합,111067,국3,0,20,6,거,박천서,070115
20230321,2250000,콩코드포인트,0038387,"30,000천원(개별)",베스트시크릿,0054104,서울,엘리트레이디,0041614,한국,0,0,0,0,0,0,베스트샤인조합,111067,국6,0,1,1,암,박천서,070115
20230221,19500000,언캡처드,0044993,"30,000천원(개별)",베스트어베인,0053214,서울,플라잉불릿,0039356,한국,1,1,0,0,0,0,베스트샤인조합,111067,국5,0,6,6,수,함완식,070248
20230425,1800000,섀클포드,0045050,"18,000천원(개별)",베스트에이원,0053900,서울,백산여왕,0035083,한국,0,0,0,0,0,0,임영수,118005,국6,0,8,8,암,우창구,070149
20220228,9600000,모던카우보이,0039812,"30,000천원(개별)",베스트조이,0051153,서울,플라잉불릿,0039356,한국,0,0,1,1,0,0,베스트샤인조합,111067,국6,0,7,6,거,강환민,070175
20230309,42750000,올드패션드,0037972,"50,000천원(개별)",베스트천하,0053216,서울,큐피드닥터,0036009,한국,2,2,0,0,0,0,베스트샤인조합,111067,국4,0,6,6,암,이관호,070181
20240213,0,카우보이칼,0038391,"40,000천원(개별)",베스트최고,0055547,서울,최고야최고,0035697,한국,0,0,0,0,0,0,베스트샤인조합,111067,국미검,0,0,0,암,이준철,070197
20210309,94950000,모던카우보이,0039812,"30,000천원(개별)",베스트토르,0046897,서울,베스트예지,0036596,한국,3,0,1,0,1,0,베스트샤인조합,111067,국4,0,23,8,거,박천서,070115
20230516,13800000,프리덤차일드,0045049,"60,000천원(개별)",베스트프리덤,0054222,서울,주얼리파크,0034173,한국,0,0,1,1,1,1,박민지,121005,국6,0,7,7,수,휴양마,0AAAAA
20230308,125650000,BY MY STANDARDS,6127043,"42,000천원(개별)",베스트피치,0053088,서울,뮈직,0052757,한국,4,4,0,0,1,1,이재원,104015,국3,0,6,6,수,이관호,070181
20200330,281350000,테이크차지인디,0039742,"60,000천원(개별)",베트캡틴,0045611,서울,베스트하이,0028678,한국,7,2,1,0,2,1,박정재,010801,국1,0,23,7,수,휴양마,0AAAAA
20210426,160250000,투아너앤드서브,0041566,"25,000천원(개별)",벨로테로,0047349,서울,플라이톱,0018828,한국,3,0,3,0,4,1,박시용,010422,국3,0,25,8,암,서홍수,070160
20210302,114000000,클래식엠파이어,0054840,"132,114천원(개별)",벨록스보이,0053717,서울,ASPEN HILLTOP,6125706,미국,3,1,0,0,0,0,이한준,119014,외3,0,16,10,수,토니,070265
20220319,0,위드디스팅션,0040086,-,벵골타이거,0050810,서울,티피맥지,0040089,한국,0,0,0,0,0,0,배은정,214708,국6,0,1,1,수,휴양마,0AAAAA
20220404,78600000,레볼루셔너리,0044420,"20,000천원(개별)",벽송,0052140,서울,시라이트,0040169,한국,2,1,1,1,4,2,함평제일,121026,국4,0,14,10,암,박천서,070115
20230427,0,뉴화이트삭스,0032314,수증,별빛,0053921,서울,스타볼트,0031121,한국,0,0,0,0,0,0,이경헌,124041,국6,0,0,0,수,최봉주,070152
20230419,0,금포스카이,0029817,"42,000천원(개별)",별처럼,0054480,서울,천둥여울,0040430,한국,0,0,0,0,0,0,남경,125007,국6,0,2,2,수,휴양마,0AAAAA
20210905,56100000,TARZINO,6115075,"49,221천원(개별)",별콩,0055095,서울,ROMEO'S PRINCESS,7124226,뉴질랜드,1,1,0,0,3,2,이태인,010316,외4,0,15,8,거,휴양마,0AAAAA
20220520,18000000,레이스데이,0046317,"55,000천원(개별)",보스토크,0051885,서울,홀리데이즈,0041937,한국,1,1,0,0,0,0,용치우,124007,국5,0,6,6,암,휴양마,0AAAAA
20210425,119100000,한센,0032990,"45,000천원(경매)",볼린,0047192,서울,미스킥,0033046,한국,3,0,0,0,5,1,신명석,123002,국4,0,20,5,수,홍대유,070145
20240131,0,레이스데이,0046317,"49,000천원(개별)",볼스터,0055189,서울,걸즈라이크,0029484,한국,0,0,0,0,0,0,손병철,110058,국미검,0,0,0,수,정호익,070148
20210219,99750000,COLLECTED,6115207,"50,000천원(개별)",봉화스테이,0052514,서울,NO SHOW ROSE,6117112,미국,1,0,3,2,1,1,럭키팜,121014,외3,0,12,6,거,전승규,070182
20210228,49750000,섀클포드,0045050,"50,000천원(개별)",분당쓰나미,0046749,서울,어트리비다,0031311,한국,1,0,2,2,1,0,이상진,122030,국5,0,23,12,수,조현수,070199
20200422,140700000,카우보이칼,0038391,"33,000천원(경매)",불곰마드레,0046158,서울,노스몰코리아,0036420,한국,2,0,4,0,2,0,이호열,121001,국3,0,9,0,암,휴양마,0AAAAA
20210330,15900000,크리솔라이트,0038227,"40,000천원(개별)",불국시대,1412351,서울,번레거시,0045018,한국,0,0,0,0,2,2,퍼플라인,121053,국6,0,17,10,암,이동국,070247
20220520,88200000,프로스펙티브,0045014,"60,000천원(개별)",불의세계,0051628,서울,더월드,0034166,한국,3,3,1,1,1,1,이혜란,104102,국4,0,16,10,거,조현수,070199
20210418,56250000,SOLOMINI,6118875,"1,000천원(개별)",불타는심장,0054119,서울,LADY OVERBOARD,6114099,미국,1,1,1,0,0,0,윤우환,113020,외3,0,6,3,거,송문길,070179
20240324,0,TACITUS,6126922,"82,828천원(개별)",불타오르네,0061382,서울,SKY O' BLUE,7081259,미국,0,0,0,0,0,0,우태율,111006,외미검,0,0,0,수,최용건,070200
20230310,0,한센,0032990,"30,000천원(개별)",불패의여왕,0054542,서울,검은나비,0023138,한국,0,0,0,0,0,0,김종진,116039,국6,0,3,3,암,휴양마,0AAAAA
20230424,3000000,가온챔프,0037610,"20,000천원(개별)",붉은여전사,0053928,서울,팡팡가리,0037488,한국,0,0,0,0,0,0,김기종,106296,국6,0,2,2,암,정하백,070293
20210526,82800000,지금이순간,0026213,수증,붉은태양,0047547,서울,터프한걸,0029549,한국,2,2,2,2,1,1,굿원,121024,국4,0,13,13,거,문병기,070225
20200430,78500000,한센,0032990,수증,붉은폭풍,0046204,서울,대산여제,0029061,한국,1,0,3,1,3,2,홍상기,105194,국5,0,27,9,수,휴양마,0AAAAA
20230416,0,미스터크로우,0041813,자가생산,뷰티풀리,0053257,서울,위스콘신걸,0025720,한국,0,0,0,0,0,0,박광순,104131,국6,0,0,0,암,박천서,070115
20210415,69350000,투아너앤드서브,0041566,"1,400천원(개별)",뷰티풀화성,0047435,서울,다이아몬드브리나,0023921,한국,1,1,3,1,2,1,명마조합,124013,국5,0,24,10,거,이관호,070181
20210203,133900000,한센,0032990,"50,000천원(개별)",브라보플레이,1412321,서울,지상제일해피,0034627,한국,4,1,0,0,1,0,조현영,122001,국3,0,14,5,수,휴양마,0AAAAA
20210325,278850000,섀클포드,0045050,"45,000천원(개별)",브라운골드,0046946,서울,스트리트골드,0029467,한국,6,4,2,1,2,1,이강운,121047,국2,0,21,11,거,토니,070265
20230321,55350000,오버애널라이즈,0045082,"30,000천원(개별)",브라운맘마,0053507,서울,맘마로마,0038536,한국,2,2,0,0,0,0,남석우,105055,국5,0,5,5,수,이관호,070181
20220502,4800000,지금이순간,0026213,수증,브라운슈거,0052257,서울,비바라슬램,0029182,한국,0,0,0,0,0,0,허도행,104127,국6,0,12,8,암,성상현,070289
20230219,0,섀클포드,0045050,"35,000천원(개별)",브라운잭팟,0052972,서울,스티클러,0036715,한국,0,0,0,0,0,0,이강운,121047,국6,0,3,3,암,휴양마,0AAAAA
20210429,111900000,선더모카신,0033119,"15,000천원(개별)",브라이트카이,0047494,서울,새터데이나이츠럿,0036627,한국,2,1,3,1,3,1,이중연,010067,국4,0,24,11,암,함완식,070248
20230213,1200000,레볼루셔너리,0044420,"33,000천원(개별)",브리도갤럭시,0053008,서울,에브리모멘트,0045044,한국,0,0,0,0,0,0,조수영,122019,국6,0,4,4,거,정하백,070293
20230325,0,섀클포드,0045050,"30,000천원(개별)",브리도글로리,0053473,서울,리쯔걸,0033086,한국,0,0,0,0,0,0,조수영,122019,국미검,0,0,0,암,휴양마,0AAAAA
20220512,99750000,IMPROBABLE,6126921,"54,762천원(개별)",브리도시리스,0054610,서울,LOVEMEORLEAVEME,6112993,미국,2,2,0,0,2,1,조수영,122019,외3,0,15,8,수,정하백,070293
20230324,34650000,섀클포드,0045050,"35,000천원(개별)",브리도아쿠아,0053151,서울,로즈어네이티브,0033079,한국,1,1,1,1,0,0,조수영,122019,국5,0,2,2,암,정하백,070293
20230411,0,크리솔라이트,0038227,"20,000천원(개별)",브리도에픽,0053821,서울,퍼스트랭크,0038929,한국,0,0,0,0,0,0,조수영,122019,국6,0,0,0,암,정하백,070293
20240401,0,파워블레이드,0033566,-,브리도용수,0056327,서울,스위트오일,0029443,한국,0,0,0,0,0,0,조수영,122019,국미검,0,0,0,수,정하백,070293
20230225,0,나이트러스,7000060,"45,000천원(개별)",브리도차머,0053242,서울,애비,0021864,한국,0,0,0,0,0,0,조수영,122019,국미검,0,0,0,수,성상현,070289
20230309,0,OMAHA BEACH,6126920,"61,750천원(개별)",브리도챔피언,0055024,서울,SENSE OF GRACE,7032511,미국,0,0,0,0,0,0,조수영,122019,외4,0,3,3,거,정하백,070293
20230211,0,컬러즈플라잉,0027443,"65,000천원(개별)",브리도칸,0053000,서울,킹덤레이스,0026785,한국,0,0,0,0,0,0,조수영,122019,국6,0,0,0,거,정하백,070293
20230225,15450000,레볼루셔너리,0044420,"50,000천원(개별)",브리도칼리,0052957,서울,볼드레이디,0046427,한국,0,0,2,2,0,0,조수영,122019,국5,0,5,5,수,정하백,070293
20230224,0,LOOKIN AT LUCKY,6781702,"25,427천원(개별)",브리도큐피드,0055020,서울,MARVELOUS MONKEY,6105871,미국,0,0,0,0,0,0,조수영,122019,외4,0,2,2,거,정하백,070293
20220404,90300000,영천에이스,0031639,"20,000천원(개별)",브리도트로피,0051618,서울,해피투데이,0031643,한국,2,1,0,0,7,5,조수영,122019,국4,0,21,13,수,정하백,070293
20230215,0,TWIRLING CANDY,6967942,"34,748천원(개별)",브리도피닉스,0055028,서울,JULIA'S MUSIC,7122560,미국,0,0,0,0,0,0,조수영,122019,외미검,0,0,0,수,송문길,070179
